survey,subclass,plate,mjd,fiberid
sdss,M7,490,51929,562
boss,M4.5:III (123657),3819,55540,283
segue2,M1,3317,54908,518
segue2,M1,3317,54908,523
segue2,M1,3317,54908,540
segue2,M1,3317,54908,557
segue2,M0,3317,54908,558
segue2,M1,3317,54908,561
boss,M4.5:III (123657),4540,55863,559
sdss,M4,1331,52766,522
sdss,M7,1331,52766,527
boss,M4.5:III (123657),6714,56447,525
boss,M5III (221615),6714,56447,565
boss,M5III (221615),4054,55358,982
boss,M6III (148783),4054,55358,985
boss,M3III (44478),4055,55359,27
boss,M4.5:III (123657),4055,55359,30
sdss,M6,1946,53432,527
sdss,M6,1946,53432,529
sdss,M4,1946,53432,540
sdss,M6,1946,53432,556
sdss,M3,1020,52721,524
sdss,M4,1020,52721,572
sdss,M1,2208,53880,22
sdss,M3,2208,53880,32
sdss,M3,2208,53880,34
sdss,M6,2208,53880,38
sdss,M2,2208,53880,77
boss,M5III (221615),4055,55359,51
boss,M3III (44478),4055,55359,59
boss,M1 (204445),4055,55359,101
sdss,M2,1946,53432,577
sdss,M5,1946,53432,581
sdss,M3,1946,53432,583
sdss,M4,1946,53432,589
sdss,M4,1946,53432,590
sdss,M6,1946,53432,597
sdss,M2V,1946,53432,608
sdss,M7,1946,53432,612
sdss,M2,1946,53432,614
sdss,M4,1946,53432,618
sdss,M6,1946,53432,625
boss,M1 (204445),5046,56243,61
boss,M4.5:III (123657),5046,56243,63
boss,M5III (221615),5046,56243,85
sdss,M3,754,52232,515
sdss,M2,754,52232,539
boss,M4.5:III (123657),4769,55931,203
boss,M1 (204445),4055,55359,697
boss,M1 (204445),4055,55359,729
boss,M4.5:III (123657),4055,55359,731
boss,M5III (221615),6253,56574,257
boss,M5III (221615),6253,56574,264
sdss,M0,1652,53555,57
sdss,M4,1354,52814,343
sdss,M7,1354,52814,352
sdss,M5,1354,52814,374
sdss,M5,2518,54243,606
sdss,M1,2518,54243,638
boss,M6III (148783),4784,55677,899
boss,M5III (221615),4784,55677,934
boss,M1 (204445),5063,55831,281
boss,M4.5:III (123657),5063,55831,287
boss,M3III (44478),5063,55831,291
segue2,M3,3404,54967,602
segue2,M0V,3404,54967,621
segue2,M0V,3406,54970,4
boss,M1 (204445),4060,55359,430
boss,M4.5:III (123657),4060,55359,438
boss,M1 (204445),4060,55359,446
sdss,M5,498,51984,240
sdss,M2,1955,53442,603
sdss,M4,1955,53442,606
sdss,M6,1955,53442,613
sdss,M6,1955,53442,620
boss,M3III (44478),5051,56214,93
boss,M1 (204445),5051,56214,121
sdss,M0,1956,53437,222
sdss,M3,1956,53437,237
sdss,M2,1956,53437,245
boss,M5III (221615),3826,55563,321
segue1,M0,1660,53230,385
segue1,M4,1660,53230,395
sdss,M6,490,51929,569
boss,M4.5:III (123657),4054,55358,686
boss,M1 (204445),4054,55358,694
boss,M5III (221615),4054,55358,714
boss,M5III (221615),6252,56248,209
boss,M5III (221615),6252,56248,225
boss,M4.5:III (123657),4540,55863,220
sdss,M1,1020,52721,196
sdss,M1,1020,52721,200
sdss,M3,1020,52721,208
sdss,M4,1020,52721,219
sdss,M2,1020,52721,221
sdss,M0,1020,52721,225
sdss,M1,1020,52721,229
sdss,M6,1020,52721,233
sdss,M1,1020,52721,253
sdss,M2,1020,52721,255
segue2,M2,3317,54908,280
segue2,M0V,3317,54908,282
segue2,M1,3317,54908,283
segue2,M1,3317,54908,284
segue2,M2,3317,54908,296
segue2,M0,3317,54908,302
segue2,M2,3317,54908,319
sdss,M6,1946,53432,275
sdss,M6,1946,53432,286
sdss,M5,1946,53432,311
sdss,M3,1946,53432,328
segue1,M3,2826,54389,582
segue1,M4,2826,54389,590
segue1,M0,2826,54389,602
sdss,M8,266,51630,298
sdss,M2,266,51630,301
boss,M1 (204445),4321,55504,653
boss,M4.5:III (123657),4321,55504,672
boss,M5III (221615),4321,55504,687
boss,M4.5:III (123657),4321,55504,698
boss,M1 (204445),5714,56660,586
boss,M5III (221615),5045,56181,607
boss,M7IIIevar (177940),5045,56181,613
boss,M5III (221615),5988,56072,650
boss,M5III (221615),5988,56072,681
sdss,M6,754,52232,16
sdss,M2V,754,52232,20
sdss,M5,754,52232,38
sdss,M2,754,52232,53
sdss,M3,266,51630,347
sdss,M4,1021,52460,3
sdss,M0,1021,52460,32
boss,M4.5:III (123657),5046,56243,261
boss,M4.5:III (123657),7100,56636,409
boss,M1 (204445),7100,56636,466
boss,M1 (204445),5715,56657,413
boss,M3III (44478),5715,56657,422
sdss,M5,755,52235,238
sdss,M2,755,52235,254
sdss,M2V,2235,53847,454
boss,M4.5:III (123657),5350,56009,416
sdss,M7,1678,53433,523
sdss,M4,1678,53433,551
sdss,M2,1678,53433,569
sdss,M4,519,52283,622
sdss,M9,519,52283,632
sdss,M0,1047,52733,370
boss,M1 (204445),3839,55575,336
sdss,M5,1361,53047,432
sdss,M1,498,51984,588
sdss,M6,498,51984,590
sdss,M1,498,51984,610
boss,M5III (221615),5995,56093,283
boss,M6III (148783),5995,56093,296
segue2,M2V,3331,54977,299
segue2,M2,3331,54977,300
segue2,M2,3331,54977,317
segue2,M1,3331,54977,343
boss,M4.5:III (123657),6471,56309,571
boss,M4.5:III (123657),6471,56309,579
boss,M5III (221615),6471,56309,745
boss,M6III (148783),4775,55708,710
boss,M4.5:III (123657),4775,55708,713
boss,M1 (204445),4775,55708,718
boss,M5III (221615),5338,56002,819
sdss,M3,1946,53432,364
sdss,M2,1946,53432,369
sdss,M3,1946,53432,379
sdss,M3,1946,53432,383
sdss,M8,266,51630,149
boss,M5III (221615),5045,56181,272
boss,M5III (221615),5045,56181,277
boss,M3III (44478),5045,56181,313
boss,M3III (44478),5045,56181,319
boss,M4.5:III (123657),5331,55976,263
boss,M4.5:III (123657),5331,55976,291
sdss,M5,1020,52721,272
sdss,M1,1020,52721,316
sdss,M0,1020,52721,319
sdss,M5,1020,52721,326
sdss,M5,1020,52721,327
sdss,M0,1020,52721,343
sdss,M2,1020,52721,344
sdss,M0,1651,53442,54
sdss,M8,1651,53442,63
boss,M5III (221615),6252,56248,649
sdss,M9,2493,54115,65
boss,M1 (204445),5714,56660,673
sdss,M1,1651,53442,98
boss,M4.5:III (123657),5331,55976,733
boss,M4.5:III (123657),5331,55976,743
segue1,M0,2827,54422,79
sdss,M3,1021,52460,65
sdss,M3,1021,52460,77
sdss,M0V,1021,52460,88
sdss,M3,1021,52460,111
sdss,M2,1021,52460,115
sdss,M2,1021,52460,123
segue2,M0V,3318,54951,142
segue2,M0V,3318,54951,159
segue2,M1,3318,54951,165
segue2,M0,3318,54951,172
segue2,M1,3318,54951,188
boss,M5III (221615),5714,56660,745
boss,M4.5:III (123657),4322,55503,553
boss,M5III (221615),4322,55503,598
boss,M4.5:III (123657),4541,55882,559
boss,M5III (221615),4541,55882,587
boss,M1 (204445),6715,56449,603
sdss,M0,267,51608,290
boss,M1 (204445),7100,56636,669
boss,M4.5:III (123657),7100,56636,703
sdss,M6,755,52235,395
sdss,M4,755,52235,405
sdss,M6,755,52235,415
sdss,M6,755,52235,419
sdss,M6,755,52235,422
sdss,M2,755,52235,429
sdss,M5,755,52235,441
sdss,M6,755,52235,444
sdss,M1,781,52373,265
sdss,M3,781,52373,306
boss,M5III (221615),5741,55980,59
sdss,M5,782,52320,134
sdss,M2,782,52320,135
sdss,M5,782,52320,144
sdss,M2,782,52320,148
sdss,M3,782,52320,158
sdss,M4,782,52320,188
sdss,M8,783,52325,36
sdss,M7,783,52325,46
sdss,M2,783,52325,54
sdss,M6,783,52325,61
boss,M4.5:III (123657),7106,56663,566
boss,M1 (204445),7106,56663,572
boss,M1 (204445),7106,56663,606
boss,M4.5:III (123657),4776,55652,91
boss,M5III (221615),4776,55652,101
boss,M5III (221615),4776,55652,109
boss,M5III (221615),4776,55652,117
sdss,M4,1020,52721,356
sdss,M0,1020,52721,359
sdss,M3,1020,52721,371
sdss,M6,1020,52721,375
sdss,M5,1020,52721,378
segue2,M0V,3317,54908,363
segue2,M1,3317,54908,379
segue2,M2,3317,54908,381
sdss,M0V,2492,54178,364
boss,M1 (204445),3819,55540,138
boss,M4.5:III (123657),3819,55540,157
boss,M1 (204445),3819,55540,171
boss,M1 (204445),6252,56248,370
sdss,M5,490,51929,635
sdss,M6,490,51929,637
segue1,M2,2826,54389,355
segue1,M0V,2826,54389,376
segue1,M2,2826,54389,402
sdss,M7,1651,53442,150
sdss,M2,1332,52781,129
sdss,M0,1332,52781,139
sdss,M1,1332,52781,150
sdss,M2V,1332,52781,157
sdss,M6,1332,52781,160
sdss,M1,1332,52781,165
sdss,M6,1332,52781,183
boss,M1 (204445),5988,56072,893
sdss,M1,2493,54115,208
sdss,M8,754,52232,204
sdss,M1,754,52232,207
sdss,M1,754,52232,220
sdss,M0,754,52232,240
sdss,M9,754,52232,242
sdss,M3,754,52232,249
boss,M5III (221615),5045,56181,779
boss,M4.5:III (123657),3819,55540,583
boss,M5III (221615),3819,55540,626
boss,M4.5:III (123657),7099,56666,871
boss,M5III (221615),5331,55976,867
sdss,M4,1651,53442,217
boss,M3III (44478),6252,56248,877
sdss,M0,266,51630,445
boss,M5III (221615),7099,56666,945
sdss,M2,1022,52524,459
sdss,M1,1022,52524,467
sdss,M3,1022,52524,474
sdss,M0,1022,52524,487
sdss,M9,1022,52524,498
sdss,M3,1022,52524,503
sdss,M1,2209,53907,463
sdss,M4,2209,53907,470
sdss,M6,2209,53907,471
sdss,M3,2209,53907,480
sdss,M2,2209,53907,482
sdss,M6,2209,53907,483
sdss,M3,2209,53907,498
sdss,M4,2209,53907,504
sdss,M3,2209,53907,510
boss,M6III (148783),4056,55357,286
boss,M1 (204445),4056,55357,308
boss,M6III (148783),4056,55357,318
segue1,M3,2828,54438,522
segue1,M0,2828,54438,523
segue1,M2,2828,54438,560
segue1,M1,2828,54438,569
boss,M4.5:III (123657),6715,56449,863
boss,M7IIIevar (177940),6715,56449,878
boss,M5III (221615),6715,56449,899
boss,M5Iab: (197812),6715,56449,908
boss,M4.5:III (123657),5715,56657,859
boss,M4.5:III (123657),5715,56657,861
boss,M5III (221615),5715,56657,885
boss,M6III (148783),5715,56657,898
sdss,M1,2242,54153,596
sdss,M0V,2242,54153,602
sdss,M6,2242,54153,618
boss,M1 (204445),3842,55565,385
boss,M1 (204445),3842,55565,389
sdss,M5,293,51689,432
sdss,M4,2245,54208,345
boss,M6III (148783),6740,56401,153
boss,M1 (204445),6740,56401,165
boss,M5III (221615),4793,55648,66
boss,M4.5:III (123657),4793,55648,73
boss,M6III (148783),6490,56330,360
boss,M4.5:III (123657),5053,56213,871
sdss,M6,502,51957,549
sdss,M2V,502,51957,550
sdss,M5,502,51957,559
boss,M6III (148783),5997,56309,220
boss,M3III (44478),4777,55707,617
boss,M5III (221615),4777,55707,646
boss,M1 (204445),4777,55707,651
boss,M4.5:III (123657),3829,55300,359
segue1,M1,2826,54389,418
segue1,M2,2826,54389,425
segue1,M0,2826,54389,440
segue1,M7,2826,54389,444
segue1,M1,2826,54389,445
sdss,M6,1331,52766,330
sdss,M3,1331,52766,367
sdss,M1,1331,52766,376
boss,M3III (44478),4768,55944,359
segue2,M1,3317,54908,385
segue2,M2,3317,54908,400
segue2,M3,3317,54908,417
segue2,M2,3317,54908,423
segue2,M0,3317,54908,425
segue2,M3,3317,54908,438
segue2,M2,3317,54908,440
segue2,M0,3317,54908,465
segue2,M1,3317,54908,481
segue2,M2,3317,54908,483
segue2,M3,3317,54908,484
segue2,M2,3317,54908,485
segue2,M2,3317,54908,502
sdss,M4,753,52233,385
sdss,M0,753,52233,404
sdss,M0,753,52233,422
sdss,M6,753,52233,441
sdss,M6,753,52233,444
sdss,M4,491,51942,60
segue2,M0,3318,54951,257
segue2,M1,3318,54951,260
segue2,M0,3318,54951,282
segue2,M1,3318,54951,284
segue2,M0,3318,54951,298
sdss,M2V,2493,54115,261
boss,M3III (44478),4321,55504,959
boss,M7IIIevar (177940),5045,56181,870
sdss,M9,1021,52460,276
sdss,M0,1021,52460,288
sdss,M3,1021,52460,292
boss,M5III (221615),7099,56666,964
boss,M4.5:III (123657),6714,56447,932
boss,M1 (204445),6714,56447,936
boss,M1 (204445),3819,55540,716
boss,M6III (148783),3819,55540,752
boss,M5III (221615),3819,55540,755
segue2,M2,3318,54951,324
segue2,M1,3318,54951,359
segue2,M0V,3318,54951,382
boss,M5III (221615),5988,56072,999
segue1,M5,2827,54422,321
segue1,M1,2827,54422,332
segue1,M7,2827,54422,355
segue1,M0,2827,54422,372
sdss,M4,1021,52460,330
sdss,M3,1021,52460,334
sdss,M5,756,52577,13
sdss,M4,756,52577,29
boss,M5III (221615),6715,56449,987
sdss,M6,1334,52764,38
sdss,M5,1334,52764,53
sdss,M6,1334,52764,62
boss,M1 (204445),4056,55357,554
segue1,M2,2829,54623,182
boss,M5III (221615),6254,56268,31
boss,M6III (148783),4566,55630,780
segue2,M2,3478,55008,177
segue2,M0,3478,55008,180
segue2,M1,3478,55008,184
segue2,M0,3478,55008,202
segue2,M2,3478,55008,219
boss,M4.5:III (123657),6741,56394,8
sdss,M1,532,51993,342
boss,M5III (221615),4568,55600,429
boss,M6III (148783),4568,55600,474
boss,M6III (148783),6017,56075,427
boss,M1 (204445),4347,55830,651
boss,M5III (221615),4550,55894,235
sdss,M5,1650,53174,385
sdss,M1,1650,53174,430
sdss,M6,1331,52766,391
sdss,M2,1331,52766,436
sdss,M3,1331,52766,491
boss,M3III (44478),4768,55944,427
boss,M6III (148783),4768,55944,444
sdss,M1,2207,53558,540
sdss,M3,2207,53558,565
sdss,M5,2207,53558,578
boss,M4.5:III (123657),7099,56666,494
boss,M5III (221615),7099,56666,509
boss,M7IIIevar (177940),7099,56666,515
boss,M5III (221615),5714,56660,937
sdss,M6,754,52232,388
sdss,M4,754,52232,394
sdss,M7,754,52232,425
sdss,M3,754,52232,441
sdss,M5,754,52232,443
boss,M4.5:III (123657),5714,56660,954
boss,M4.5:III (123657),5714,56660,969
boss,M4.5:III (123657),3819,55540,881
boss,M4.5:III (123657),4055,55359,497
boss,M5III (221615),4055,55359,506
boss,M1 (204445),4055,55359,510
boss,M5III (221615),4055,55359,519
boss,M3III (44478),4055,55359,545
boss,M4.5:III (123657),4055,55359,555
segue1,M3,2827,54422,390
segue1,M0V,2827,54422,397
segue1,M4,2827,54422,405
segue1,M1,2827,54422,421
segue1,M3,2827,54422,432
sdss,M1,1947,53431,413
sdss,M0,492,51955,85
sdss,M0,1947,53431,462
boss,M4.5:III (123657),6715,56449,89
boss,M3III (44478),6715,56449,91
boss,M5III (221615),5333,56001,149
boss,M4.5:III (123657),4056,55357,681
boss,M1 (204445),4056,55357,707
boss,M3III (44478),4056,55357,709
boss,M5III (221615),6716,56401,247
boss,M5III (221615),6716,56401,269
boss,M6III (148783),7101,56659,244
boss,M1 (204445),7101,56659,245
boss,M5III (221615),6254,56268,155
sdss,M0,756,52577,202
sdss,M9,756,52577,209
boss,M3III (44478),6716,56401,371
sdss,M0,790,52441,459
sdss,M0,1692,53473,584
sdss,M2,1692,53473,635
segue1,M2,2252,53565,530
sdss,M3,1998,53433,447
sdss,M0V,1998,53433,460
sdss,M8,1998,53433,466
sdss,M6,1998,53433,475
sdss,M6,1998,53433,484
sdss,M0V,1998,53433,487
sdss,M0V,1998,53433,500
sdss,M2,1998,53433,505
sdss,M7,2509,54180,204
boss,M6III (148783),5726,56626,848
sdss,M6,768,52281,149
sdss,M5,768,52281,163
boss,M3III (44478),6476,56358,165
sdss,M4,1666,52991,401
boss,M0III (168720),7099,56666,576
sdss,M6,753,52233,451
sdss,M0,753,52233,452
sdss,M3,753,52233,457
sdss,M7,753,52233,474
sdss,M3,753,52233,476
sdss,M5,753,52233,485
sdss,M6,753,52233,490
sdss,M2,753,52233,510
boss,M1 (204445),5714,56660,451
boss,M4.5:III (123657),5714,56660,475
boss,M3III (44478),4321,55504,518
boss,M1 (204445),4321,55504,529
boss,M3III (44478),4321,55504,585
boss,M5III (221615),4321,55504,587
segue2,M1,3318,54951,460
segue2,M0,3318,54951,461
segue2,M3,3318,54951,465
segue2,M0,3318,54951,476
segue2,M1,3318,54951,477
segue2,M2,3318,54951,482
sdss,M3,2208,53880,565
sdss,M1,2208,53880,570
sdss,M3,2208,53880,578
sdss,M4,2208,53880,584
sdss,M6,754,52232,498
sdss,M3,754,52232,499
sdss,M2,1021,52460,456
sdss,M2,2208,53880,607
sdss,M5,2208,53880,613
boss,M6III (148783),7100,56636,162
boss,M7IIIevar (177940),4769,55931,146
boss,M6III (148783),4769,55931,152
boss,M5III (221615),4055,55359,641
boss,M1 (204445),4055,55359,648
boss,M5III (221615),4055,55359,649
boss,M4.5:III (123657),5715,56657,133
boss,M3III (44478),6254,56268,185
boss,M1 (204445),6254,56268,228
sdss,M3,1949,53433,513
sdss,M1,1949,53433,555
sdss,M0,1949,53433,560
boss,M5III (221615),6254,56268,251
sdss,M1,268,51633,467
sdss,M0,2210,53535,483
sdss,M0,2210,53535,487
sdss,M3,2210,53535,488
sdss,M0,2210,53535,495
sdss,M2,2210,53535,524
boss,M5III (221615),5112,55895,905
boss,M4.5:III (123657),7134,56566,725
boss,M5III (221615),5114,55883,182
sdss,M2,2001,53493,527
sdss,M4,2001,53493,543
sdss,M7,2001,53493,558
sdss,M4,2001,53493,570
segue1,M3,2887,54521,386
segue1,M3,2887,54521,388
segue1,M3,2887,54521,395
sdss,M5,507,52353,101
sdss,M6,507,52353,108
sdss,M5,507,52353,137
boss,M1 (204445),6263,56279,551
boss,M5III (221615),5729,56598,265
boss,M4.5:III (123657),5729,56598,268
boss,M5III (221615),5343,55999,161
boss,M4.5:III (123657),5343,55999,221
sdss,M6,2207,53558,602
sdss,M8,2207,53558,617
sdss,M4,2207,53558,619
sdss,M1,2207,53558,628
sdss,M6,2207,53558,629
sdss,M2V,2207,53558,632
boss,M5III (221615),5988,56072,573
sdss,M8,753,52233,518
sdss,M5,753,52233,531
sdss,M0,753,52233,541
sdss,M5,753,52233,544
sdss,M6,753,52233,547
sdss,M6,753,52233,548
sdss,M4,753,52233,557
segue1,M5,2826,54389,526
segue1,M0V,2826,54389,548
segue1,M1,2826,54389,564
segue1,M0,2826,54389,565
segue1,M0V,2826,54389,575
sdss,M1,1650,53174,576
boss,M6III (148783),6464,56309,699
sdss,M4,266,51630,552
segue2,M3,3318,54951,584
segue2,M0,3318,54951,603
segue2,M0,3318,54951,621
segue2,M1,3318,54951,637
sdss,M9,1651,53442,617
sdss,M9,1651,53442,623
sdss,M0V,1651,53442,633
boss,M1 (204445),4769,55931,221
boss,M5III (221615),4769,55931,237
boss,M5III (221615),4322,55503,219
boss,M1 (204445),4322,55503,238
sdss,M3,754,52232,598
sdss,M6,754,52232,620
sdss,M2,1021,52460,581
sdss,M3,1021,52460,607
sdss,M5,1021,52460,621
sdss,M6,1021,52460,622
sdss,M0,1332,52781,606
sdss,M6,1332,52781,611
sdss,M3,492,51955,240
sdss,M3,2494,54174,15
sdss,M0,755,52235,5
sdss,M1,755,52235,45
sdss,M1,494,51915,278
sdss,M0,2210,53535,531
sdss,M5,2210,53535,583
boss,M4.5:III (123657),5047,55833,314
boss,M6III (148783),5716,56684,566
sdss,M2,2211,53786,19
boss,M6III (148783),4573,55587,974
boss,M4.5:III (123657),4573,55587,983
boss,M1 (204445),5115,55885,689
boss,M4.5:III (123657),5115,55885,719
boss,M1 (204445),3615,55179,59
boss,M5III (221615),3615,55179,60
sdss,M0,1383,53116,577
sdss,M2V,1383,53116,613
boss,M5III (221615),4803,55734,313
boss,M1 (204445),5367,55986,820
boss,M5III (221615),6264,56223,674
boss,M5III (221615),6264,56223,679
boss,M1 (204445),6264,56223,719
boss,M4.5:III (123657),6264,56223,721
boss,M5III (221615),6264,56223,725
boss,M4.5:III (123657),6264,56223,731
sdss,M2,1670,54553,106
sdss,M5,1670,54553,122
sdss,M5,1670,54553,331
sdss,M0,1670,54553,337
sdss,M0V,1670,54553,338
sdss,M6,1670,54553,351
boss,M5III (221615),6714,56447,610
boss,M6III (148783),6714,56447,626
boss,M2III (169305),6714,56447,635
sdss,M3,2492,54178,589
sdss,M5,2492,54178,606
sdss,M2,2492,54178,612
sdss,M6,753,52233,623
sdss,M1,753,52233,628
boss,M5III (221615),3819,55540,405
boss,M5III (221615),3819,55540,407
boss,M1 (204445),3819,55540,443
boss,M5III (221615),4055,55359,752
boss,M4.5:III (123657),5715,56657,224
boss,M6III (148783),5332,55981,304
boss,M3III (44478),5332,55981,323
boss,M4.5:III (123657),5332,55981,330
boss,M4.5:III (123657),7100,56636,385
boss,M3III (44478),4541,55882,301
boss,M5III (221615),4541,55882,308
boss,M5III (221615),4055,55359,839
boss,M4.5:III (123657),4055,55359,841
boss,M7IIIevar (177940),4055,55359,852
boss,M5III (221615),4055,55359,853
boss,M6III (148783),4055,55359,854
boss,M5III (221615),4541,55882,355
boss,M5III (221615),4541,55882,366
boss,M4.5:III (123657),4541,55882,407
segue1,M2,2828,54438,65
segue1,M2,2828,54438,67
segue1,M2,2828,54438,86
segue1,M2,2828,54438,93
segue1,M3,2828,54438,104
segue1,M0V,2828,54438,128
boss,M4.5:III (123657),5989,56312,443
sdss,M7,2211,53786,53
boss,M4.5:III (123657),6254,56268,543
sdss,M7,2211,53786,101
sdss,M4,2211,53786,102
sdss,M2,1335,52824,273
sdss,M6,1335,52824,286
segue2,M0,3321,54924,334
segue2,M1,3321,54924,341
segue2,M0,3321,54924,342
segue2,M0,3321,54924,356
segue2,M2,3321,54924,357
segue2,M1,3321,54924,362
segue2,M1,3321,54924,364
boss,M4.5:III (123657),5716,56684,867
sdss,M1,1023,52818,513
sdss,M0V,1023,52818,516
sdss,M0,1385,53108,86
boss,M4.5:III (123657),7139,56568,41
boss,M5III (221615),7139,56568,57
boss,M5III (221615),7139,56568,61
boss,M5III (221615),7139,56568,65
boss,M5III (221615),7139,56568,477
sdss,M1,2009,53904,440
boss,M6III (148783),6026,56071,532
boss,M3III (44478),6026,56071,557
boss,M5III (221615),6026,56071,566
boss,M1 (204445),6026,56071,579
boss,M4.5:III (123657),6026,56071,585
boss,M5III (221615),4376,55863,81
sdss,M3,1075,52933,259
sdss,M4,1075,52933,261
sdss,M3,1075,52933,264
sdss,M0,1075,52933,271
sdss,M1,1075,52933,273
sdss,M0,1075,52933,277
sdss,M0,1075,52933,279
sdss,M3,1075,52933,282
sdss,M1,1075,52933,289
sdss,M3,1075,52933,298
sdss,M4,1075,52933,300
sdss,M1,1075,52933,304
sdss,M4,511,52636,148
sdss,M7,1972,53466,406
sdss,M3,1972,53466,422
sdss,M1,1972,53466,428
sdss,M1,1972,53466,433
sdss,M2,1972,53466,445
boss,M5III (221615),6478,56341,683
boss,M4.5:III (123657),6478,56341,717
segue2,M2,3380,54977,284
segue2,M1,3380,54977,300
segue2,M0,3380,54977,320
sdss,M0V,2514,53882,452
sdss,M0V,2514,53882,469
sdss,M0V,1671,53446,207
sdss,M5,1671,53446,246
sdss,M4,1671,53446,255
sdss,M4,1331,52766,582
sdss,M0V,1331,52766,589
sdss,M6,1331,52766,597
sdss,M6,1331,52766,599
sdss,M6,1331,52766,603
sdss,M2,1331,52766,628
segue2,M1,3318,54951,4
segue2,M2,3318,54951,22
segue2,M1,3318,54951,43
segue2,M0,3318,54951,64
segue2,M1,3318,54951,73
segue2,M2,3318,54951,83
segue2,M1,3318,54951,84
segue2,M2,3318,54951,93
segue2,M0V,3318,54951,102
segue2,M3,3318,54951,103
segue2,M1,3318,54951,114
segue2,M1,3318,54951,123
sdss,M1,1652,53555,108
segue2,M3,3319,54915,159
segue2,M3,3319,54915,160
segue2,M3,3319,54915,176
segue2,M2,3319,54915,178
segue2,M2,3319,54915,183
boss,M4.5:III (123657),4055,55359,885
boss,M4.5:III (123657),4055,55359,934
boss,M4.5:III (123657),5715,56657,337
sdss,M3,755,52235,173
boss,M4.5:III (123657),5046,56243,305
sdss,M0,2494,54174,134
sdss,M2,1652,53555,158
sdss,M2,2209,53907,219
boss,M5III (221615),6715,56449,530
boss,M5III (221615),4322,55503,491
boss,M1 (204445),4322,55503,533
boss,M4.5:III (123657),3820,55542,281
sdss,M2,1023,52818,539
boss,M5III (221615),4770,55928,991
boss,M6III (148783),4770,55928,992
sdss,M4,1950,53436,463
sdss,M2,1950,53436,470
sdss,M3,1950,53436,509
sdss,M2V,1654,53498,467
sdss,M4,1654,53498,482
sdss,M6,1654,53498,511
boss,M4.5:III (123657),5716,56684,951
sdss,M5,756,52577,577
boss,M4.5:III (123657),4543,55888,109
boss,M5III (221615),4543,55888,113
boss,M5III (221615),4543,55888,118
boss,M5III (221615),4543,55888,127
sdss,M0,1023,52818,610
boss,M5III (221615),4093,55475,55
boss,M4.5:III (123657),4376,55863,934
boss,M1 (204445),4376,55863,935
sdss,M1,1076,52914,399
sdss,M4,1076,52914,400
sdss,M4,1076,52914,405
sdss,M0,1076,52914,408
sdss,M2,1076,52914,410
sdss,M3,1076,52914,412
sdss,M3,1076,52914,418
sdss,M1,1076,52914,419
sdss,M4,1076,52914,425
sdss,M1,1076,52914,428
sdss,M3,1076,52914,430
sdss,M2,1076,52914,443
sdss,M3,1076,52914,444
sdss,M2,1076,52914,447
sdss,M2,1076,52914,448
boss,M5III (221615),3856,55269,613
boss,M6III (148783),5780,56274,787
sdss,M2,1973,53432,592
sdss,M2,1973,53432,633
sdss,M2,1974,53430,270
sdss,M1,1974,53430,276
sdss,M8,1974,53430,280
sdss,M6,1974,53430,281
sdss,M4,1974,53430,285
sdss,M5,1974,53430,300
sdss,M3,1974,53430,303
sdss,M6,1974,53430,310
sdss,M3,1974,53430,311
sdss,M6,1974,53430,318
sdss,M4,1352,52819,264
segue2,M1,3387,54951,319
segue2,M2,3387,54951,320
segue2,M2,3387,54951,321
segue2,M2,3387,54951,322
boss,M5III (221615),5060,56181,277
boss,M3III (44478),4782,55654,370
boss,M5III (221615),4540,55863,750
segue1,M2,2827,54422,35
segue1,M2,2827,54422,43
boss,M5III (221615),3819,55540,491
sdss,M2,1332,52781,2
sdss,M8,1332,52781,8
sdss,M4,1332,52781,13
sdss,M1,1332,52781,24
sdss,M0,1332,52781,79
sdss,M1,1332,52781,104
boss,M6III (148783),6464,56309,796
boss,M1 (204445),5045,56181,687
boss,M4.5:III (123657),5045,56181,697
sdss,M5,2208,53880,145
sdss,M6,2208,53880,154
sdss,M2,2208,53880,169
sdss,M2,2208,53880,179
sdss,M3,2208,53880,182
sdss,M4,2208,53880,217
sdss,M0,2208,53880,231
sdss,M3,1948,53388,203
sdss,M8,1948,53388,204
sdss,M6,1948,53388,209
sdss,M6,1948,53388,212
sdss,M5,1948,53388,216
sdss,M3,1948,53388,242
boss,M5III (221615),6465,56279,619
boss,M7IIIevar (177940),6465,56279,664
boss,M4.5:III (123657),4541,55882,475
boss,M5III (221615),4541,55882,501
segue2,M2,3319,54915,263
segue2,M2,3319,54915,276
segue2,M2,3319,54915,278
segue2,M2,3319,54915,280
segue2,M2,3319,54915,284
segue2,M1,3319,54915,300
segue2,M2,3319,54915,317
boss,M6III (148783),6715,56449,549
boss,M5III (221615),6715,56449,561
boss,M6III (148783),5715,56657,482
boss,M4.5:III (123657),6253,56574,487
sdss,M7,1948,53388,289
sdss,M3,1948,53388,303
sdss,M6,1948,53388,304
sdss,M2,1948,53388,307
sdss,M2,1948,53388,310
sdss,M2,1948,53388,311
sdss,M3,1948,53388,313
boss,M2Iab: (36389),5332,55981,558
sdss,M6,267,51608,228
sdss,M1,267,51608,243
boss,M3III (44478),4056,55357,79
boss,M5III (221615),4056,55357,85
boss,M1 (204445),4056,55357,123
sdss,M0,1023,52818,613
sdss,M3,1023,52818,625
sdss,M7,1023,52818,633
boss,M3III (44478),3821,55535,943
